CaseTypeID,Name,Descr,RequestTypeID,IsEnabled,CalendarTypeID,ReportGroupingID,RegulatoryProcedureTypeID,DefaultPriorityCasePriorityTypeID,DefaultCaseRiskRatingRequired,DefaultCaseRiskRatingReferenceID,RegulatedItemInstantiationTypeID,RegulatoryInstrumentNumberPrefix,CaseTypeGroupVersionNumber,CaseTypeVersionNumber,CaseTypeVersionStatusID,DataSetID,CaseTypeModifiedBy,CaseTypeModifiedDate,ConcurrencyRowVersion,ManagementCommitteeReportTableTypeID,SpcTypeID,InterfaceBehaviourID,ReportGroupingLevelTwoID,ReportGroupingLevelThreeID
2601,MR Variation Type IB as CMS - SIT,MR Variation Type IB as CMS - SIT,13,1,2,11,3,3,1,5,2,VPA,29,5,3,1,96,14:45.9,0x00000000003921ED,7,NULL,NULL,NULL,NULL
2602,MR Variation Type IA as CMS,MR Variation Type IA as CMS,13,1,2,11,3,3,1,5,2,VPA,46,7,3,1,80,46:47.3,0x00000000003921EE,7,NULL,NULL,NULL,NULL
2603,New - MR as RMS,New - MR as RMS,6,1,2,5,3,3,1,NULL,2,VPA,28,8,3,1,42,44:45.6,0x00000000003921EF,7,NULL,NULL,NULL,NULL
2604,New - MR as RMS,New - MR as RMS,6,1,2,5,3,3,1,NULL,2,VPA,28,9,3,1,42,59:57.3,0x00000000003921F0,7,NULL,NULL,NULL,NULL
2605,New - MR as RMS,New - MR as RMS,6,1,2,5,3,3,1,NULL,2,VPA,28,10,3,1,42,13:35.2,0x00000000003921F1,7,NULL,NULL,NULL,NULL
2606,New - Decentralised as RMS,New - Decentralised as RMS,6,1,2,5,2,3,1,5,1,VPA,40,6,3,1,42,34:26.6,0x00000000003921F2,7,NULL,NULL,NULL,NULL
2607,New - Decentralised as RMS,New - Decentralised as RMS,6,1,2,5,2,3,1,5,1,VPA,40,7,3,1,42,40:14.4,0x00000000003921F3,7,NULL,NULL,NULL,NULL
2608,New Decentralised as CMS,New Decentralised as CMS,6,1,2,5,2,1,1,5,1,VPA,107,3,3,1,42,36:40.3,0x00000000003921F4,2,NULL,NULL,NULL,NULL
2609,MR Variation Type II as CMS (60 day),MR Variation Type II as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,96,3,3,1,96,24:53.7,0x00000000003921F5,7,NULL,NULL,NULL,NULL
2610,New - Decentralised as RMS,New - Decentralised as RMS,6,1,2,5,2,3,1,5,1,VPA,40,8,3,1,96,41:35.2,0x00000000003921F6,2,NULL,NULL,NULL,NULL
2611,Transfer,Transfer,12,1,2,13,3,3,1,5,2,,34,9,3,1,96,22:58.7,0x00000000003921F7,5,NULL,NULL,NULL,NULL
2612,MR Variation Type IB as RMS,MR Variation Type IB as RMS,13,1,2,11,3,3,1,5,2,VPA,52,6,3,1,96,30:15.8,0x00000000003921F8,7,NULL,NULL,NULL,NULL
2613,Withdrawal,Withdrawal,14,1,2,12,50,3,1,5,2,,37,5,3,1,96,35:25.7,0x00000000003921F9,7,NULL,NULL,NULL,NULL
2614,Classification Enquiry SIT,Classification Enquiry SIT,1,1,2,2,4,3,1,5,1,,127,4,3,1,96,43:33.5,0x00000000003921FA,7,NULL,NULL,NULL,NULL
2615,New - Decentralised as RMS,New - Decentralised as RMS,6,1,2,5,2,3,1,5,1,VPA,40,9,3,1,42,20:07.2,0x00000000003921FB,2,NULL,NULL,NULL,NULL
2616,New - MR as RMS,New - MR as RMS,6,1,2,5,3,3,1,NULL,2,VPA,28,11,3,1,42,21:20.2,0x00000000003921FC,7,NULL,NULL,NULL,NULL
2617,MR Variation Type II as RMS (60 day),MR Variation Type II as RMS (60 day),13,1,2,11,3,3,1,5,2,VPA,2,7,3,1,42,34:29.4,0x00000000003921FD,7,NULL,NULL,NULL,NULL
2618,MR Variation Type II as RMS (60 day),MR Variation Type II as RMS (60 day),13,1,2,11,3,3,1,5,2,VPA,2,8,3,1,42,40:32.3,0x00000000003921FE,7,NULL,NULL,NULL,NULL
2619,MR Variation Type IA as RMS,MR Variation Type IA as RMS,13,1,2,11,3,3,1,5,2,VPA,48,4,3,1,42,59:12.8,0x00000000003921FF,7,NULL,NULL,NULL,NULL
2620,MR Variation Type IA as RMS,MR Variation Type IA as RMS,13,1,2,11,3,3,1,5,2,VPA,48,5,3,1,42,03:21.6,0x0000000000392201,7,NULL,NULL,NULL,NULL
2621,MR Variation Type IB as RMS,MR Variation Type IB as RMS,13,1,2,11,3,3,1,5,2,VPA,52,7,3,1,42,09:17.2,0x0000000000392202,7,NULL,NULL,NULL,NULL
2622,MR Variation Type IB as RMS,MR Variation Type IB as RMS,13,1,2,11,3,3,1,5,2,VPA,52,8,3,1,42,13:47.6,0x0000000000392203,7,NULL,NULL,NULL,NULL
2623,MR Variation Type II as RMS (30 day),MR Variation Type II as RMS (30 day),13,1,2,11,3,3,1,5,2,VPA,83,4,3,1,42,23:14.0,0x0000000000392204,7,NULL,NULL,NULL,NULL
2624,MR Variation Type II as RMS (90 day),MR Variation Type II as RMS (90 day),13,1,2,11,3,3,1,5,2,VPA,82,4,3,1,42,31:01.1,0x0000000000392205,7,NULL,NULL,NULL,NULL
2625,MR Variation Type II as RMS (90 day),MR Variation Type II as RMS (90 day),13,1,2,11,3,3,1,5,2,VPA,82,5,3,1,42,35:13.2,0x0000000000392206,7,NULL,NULL,NULL,NULL
2626,MR Variation Worksharing as RMS (30 day),MR Variation Worksharing as RMS (30 day),13,1,2,11,3,3,1,5,2,VPA,101,2,3,1,42,44:41.6,0x0000000000392207,7,NULL,NULL,NULL,NULL
2627,MR Variation Worksharing as RMS (60 day),MR Variation Worksharing as RMS (60 day),13,1,2,11,3,3,1,5,2,VPA,102,2,3,1,42,51:07.8,0x0000000000392208,7,NULL,NULL,NULL,NULL
2628,MR Variation Worksharing as RMS (90 day),MR Variation Worksharing as RMS (90 day),13,1,2,11,3,3,1,5,2,VPA,103,2,3,1,42,55:08.6,0x0000000000392209,7,NULL,NULL,NULL,NULL
2629,MR Variation Worksharing as RMS (30 day),MR Variation Worksharing as RMS (30 day),13,1,2,11,3,3,1,5,2,VPA,101,3,3,1,42,34:37.5,0x000000000039220A,7,NULL,NULL,NULL,NULL
2630,MR Renewal as RMS,MR Renewal as RMS,8,1,2,10,3,3,1,5,2,VPA,35,5,3,1,42,45:33.5,0x000000000039220B,7,NULL,NULL,NULL,NULL
2631,MR Repeat Use as RMS,MR Repeat Use as RMS,6,1,2,5,3,3,1,5,2,VPA,105,4,3,1,42,13:09.4,0x000000000039220C,7,NULL,NULL,NULL,NULL
2632,MR Renewal as RMS,MR Renewal as RMS,8,1,2,10,3,3,1,5,2,VPA,35,6,3,1,42,17:58.2,0x000000000039220D,7,NULL,NULL,NULL,NULL
2633,MR Renewal as RMS,MR Renewal as RMS,8,1,2,10,3,3,1,5,2,VPA,35,7,3,1,42,25:10.0,0x000000000039220E,7,NULL,NULL,NULL,NULL
2634,New - MR as CMS,New - MR as CMS,6,1,2,5,3,3,1,NULL,1,VPA,93,4,3,1,42,47:48.4,0x000000000039220F,7,NULL,NULL,NULL,NULL
2635,13.12.16 Exisiting - Variation,13.12.16 Exisiting - Variation,13,1,2,11,4,NULL,1,NULL,2,VPA,56,5,3,1,20,31:08.6,0x0000000000392210,1,NULL,NULL,NULL,NULL
2636,BE Centralised,BE Centralised,13,1,2,11,1,NULL,1,NULL,2,VPA,146,1,3,1,20,53:37.9,0x0000000000392211,1,NULL,NULL,NULL,NULL
2637,JJ Test MR Variation Type II as RMS (90 Day),JJ Test MR Variation Type II as RMS (90 Day),13,1,2,11,3,3,1,5,2,VPA,147,1,3,1,20,08:24.0,0x0000000000392212,7,NULL,NULL,NULL,NULL
2638,New - MR as CMS,New - MR as CMS,6,1,2,5,3,3,1,NULL,1,VPA,93,5,3,1,96,05:20.5,0x0000000000392213,2,NULL,NULL,NULL,NULL
2639,New - Decentralised as RMS,New - Decentralised as RMS,6,1,2,5,2,3,1,5,1,VPA,40,10,3,1,42,16:22.2,0x0000000000392214,2,NULL,NULL,NULL,NULL
2640,MR Variation Type IB as CMS - SIT,MR Variation Type IB as CMS - SIT,13,1,2,11,3,3,1,5,2,VPA,29,6,3,1,80,08:31.8,0x0000000000392215,7,NULL,NULL,NULL,NULL
2641,New - Decentralised as RMS,New - Decentralised as RMS,6,1,2,5,2,3,1,5,1,VPA,40,11,3,1,80,52:03.5,0x0000000000392216,2,NULL,NULL,NULL,NULL
2642,MR Variation Type IB as CMS - SIT,MR Variation Type IB as CMS - SIT,13,1,2,11,3,3,1,5,2,VPA,29,7,3,1,80,13:35.6,0x0000000000392217,7,NULL,NULL,NULL,NULL
2643,MR Variation Type II as CMS (30 day),MR Variation Type II as CMS (30 day),13,1,2,11,3,3,1,5,2,VPA,94,4,3,1,80,25:28.8,0x0000000000392218,7,NULL,NULL,NULL,NULL
2644,MR Variation Type II as CMS (60 day),MR Variation Type II as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,96,4,3,1,80,04:38.4,0x0000000000392219,7,NULL,NULL,NULL,NULL
2645,Clinical Trial,Clinical Trial,6,1,2,5,4,3,1,5,1,NULL,70,5,3,1,42,47:50.8,0x000000000039221A,7,NULL,NULL,NULL,NULL
2646,MR Variation Type IB as CMS - SIT,MR Variation Type IB as CMS - SIT,13,1,2,11,3,3,1,5,2,VPA,29,8,3,1,80,34:51.7,0x000000000039221B,7,NULL,NULL,NULL,NULL
2647,Batch Specific Request,Batch Specific Request,13,1,2,4,3,1,1,5,2,VPA,45,4,3,1,69,53:44.6,0x000000000189BB7A,7,NULL,NULL,NULL,NULL
2648,MR Variation Type II as CMS - (30 day),MR Variation Type II as CMS - (30 day),13,1,2,11,3,3,1,5,2,VPA,148,1,3,1,80,38:29.5,0x000000000039221D,7,NULL,NULL,NULL,NULL
2649,MR Variation Type II as CMS - (30 day),MR Variation Type II as CMS - (30 day),13,1,2,11,3,3,1,5,2,VPA,148,2,3,1,80,42:41.2,0x000000000039221E,7,NULL,NULL,NULL,NULL
2650,MR Variation Type IA as CMS,MR Variation Type IA as CMS,13,1,2,11,3,3,1,5,2,VPA,46,8,3,1,21,42:33.6,0x000000000039221F,7,NULL,NULL,NULL,NULL
2651,MR Variation Type II as CMS (90 day),MR Variation Type II as CMS (90 day),13,1,2,11,3,3,1,5,2,VPA,100,3,3,1,80,54:44.5,0x0000000000392220,7,NULL,NULL,NULL,NULL
2652,MR Variation Worksharing as CMS (60 day),MR Variation Worksharing as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,80,5,3,1,21,06:00.4,0x0000000000392221,7,NULL,NULL,NULL,NULL
2653,Clinical Trial,Clinical Trial,6,1,2,5,4,3,1,5,1,NULL,70,6,3,1,42,41:56.1,0x0000000000392222,8,NULL,NULL,NULL,NULL
2654,National Variation Type IB EXP,National Variation Type IB EXP,13,1,2,11,4,3,1,5,2,VPA,116,2,3,1,42,40:48.5,0x0000000000392223,7,NULL,NULL,NULL,NULL
2655,National Variation Type IA EXP,National Variation Type IA EXP,13,1,2,11,4,3,1,5,2,VPA,114,2,3,1,96,39:43.7,0x0000000000392224,7,NULL,NULL,NULL,NULL
2656,Inspection Routine GMP,Inspection Routine GMP,6,1,1,5,4,NULL,1,NULL,1,NULL,149,1,3,4,42,36:32.9,0x0000000000392225,7,NULL,NULL,NULL,NULL
2657,Inspection Routine GMP,Inspection Routine GMP,6,1,1,5,4,NULL,1,NULL,1,,149,2,3,4,42,25:54.2,0x0000000000392226,7,NULL,NULL,NULL,NULL
2658,Inspection Routine GMP,Inspection Routine GMP,6,1,1,5,4,NULL,1,NULL,1,,149,3,3,4,42,27:33.3,0x0000000000392227,7,NULL,NULL,NULL,NULL
2659,Test Case Type - New Product,Test Case Type - New Product,6,1,2,5,4,NULL,1,NULL,1,VPA,150,1,3,1,59,11:42.6,0x0000000000392228,7,NULL,NULL,NULL,NULL
2660,Test Case Type - New Product,Test Case Type - New Product,6,1,2,5,4,NULL,1,NULL,1,VPA,150,2,3,1,59,23:18.0,0x0000000000392229,7,NULL,NULL,NULL,NULL
2661,PSUR - National,PSUR - National,10,1,2,9,4,3,1,5,2,VPA,47,5,3,1,96,16:38.7,0x000000000039222A,7,NULL,NULL,NULL,NULL
2662,HK do not use New Product Case Type Test,HK do not use New Product Case Type Test,6,1,1,5,4,NULL,1,NULL,1,VPA,61,5,3,1,59,41:38.8,0x000000000039222B,7,NULL,NULL,NULL,NULL
2663,13.12.16 Exisiting - Variation,13.12.16 Exisiting - Variation,13,1,2,11,4,NULL,1,NULL,2,VPA,56,6,3,1,20,17:34.2,0x000000000039222C,1,NULL,NULL,NULL,NULL
2664,13.12.16 Exisiting - Variation,13.12.16 Exisiting - Variation,13,1,2,11,4,NULL,1,NULL,2,VPA,56,7,3,1,49,34:18.4,0x000000000039222D,1,NULL,NULL,NULL,NULL
2665,Clone  Exisiting - Variation,Clone  Exisiting - Variation,13,1,2,11,4,NULL,1,NULL,2,VPA,151,1,1,1,20,19:31.1,0x000000000039222E,1,NULL,NULL,NULL,NULL
2666,VSD retest ,VSD retest ,6,1,1,5,4,NULL,1,NULL,1,NULL,152,1,1,1,42,48:21.3,0x000000000039222F,7,NULL,NULL,NULL,NULL
2667,New - MR as RMS,New - MR as RMS,6,1,2,5,3,3,1,NULL,2,VPA,28,12,3,1,42,26:58.6,0x0000000000392230,7,NULL,NULL,NULL,NULL
2668,MR Variation Type IB as RMS,MR Variation Type IB as RMS,13,1,2,11,3,3,1,5,2,VPA,52,9,3,1,80,26:10.7,0x0000000000392231,7,NULL,NULL,NULL,NULL
2669,PSUR - as P-CMS,PSUR - as P-CMS,10,1,2,9,3,3,1,5,2,VPA,44,5,3,1,80,12:46.4,0x0000000000392232,7,NULL,NULL,NULL,NULL
2670,National Variation Type IA,National Variation Type IA,13,1,2,11,4,3,1,5,2,VPA,53,3,3,1,42,38:07.2,0x0000000000392233,7,NULL,NULL,NULL,NULL
2671,MR Variation Type IB as CMS ,MR Variation Type IB as CMS ,13,1,2,11,3,3,1,5,2,VPA,29,9,3,1,80,52:16.0,0x0000000000392234,7,NULL,NULL,NULL,NULL
2672,MR Variation Type II as CMS (60 day),MR Variation Type II as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,96,5,3,1,80,03:28.6,0x0000000000392235,7,NULL,NULL,NULL,NULL
2673,National Variation Type IB,National Variation Type IB,13,1,2,11,4,3,1,5,2,VPA,66,4,3,1,42,19:25.2,0x0000000000392236,7,NULL,NULL,NULL,NULL
2674,MR Repeat Use as RMS,MR Repeat Use as RMS,6,1,2,5,3,3,1,5,2,VPA,105,5,3,1,20,15:48.1,0x0000000000392237,7,NULL,NULL,NULL,NULL
2675,MR Variation Type II as CMS - (30 day),MR Variation Type II as CMS - (30 day),13,1,2,11,3,3,1,5,2,VPA,148,3,3,1,96,40:14.2,0x0000000000392238,7,NULL,NULL,NULL,NULL
2676,PSUR - MR as CMS,PSUR - MR as CMS,10,1,2,9,3,3,1,5,2,VPA,108,4,3,1,80,25:34.7,0x0000000000392239,7,NULL,NULL,NULL,NULL
2677,BearingPoint Transfer With Prefix,BearingPoint Transfer With Prefix,12,1,2,13,3,3,1,5,2,VPA,153,1,3,1,49,25:58.5,0x000000000039223A,7,NULL,NULL,NULL,NULL
2678,MR Variation Type II as RMS (60 day),MR Variation Type II as RMS (60 day),13,1,2,11,3,3,1,5,2,VPA,2,9,3,1,80,55:39.5,0x000000000039223B,7,NULL,NULL,NULL,NULL
2679,MR Variation Worksharing as RMS (30 day),MR Variation Worksharing as RMS (30 day),13,1,2,11,3,3,1,5,2,VPA,101,4,3,1,80,14:02.1,0x000000000039223C,7,NULL,NULL,NULL,NULL
2680,MR Variation Worksharing as RMS (90 day),MR Variation Worksharing as RMS (90 day),13,1,2,11,3,3,1,5,2,VPA,103,3,3,1,80,06:02.3,0x000000000039223D,7,NULL,NULL,NULL,NULL
2681,MR Variation Worksharing as RMS (60 day),MR Variation Worksharing as RMS (60 day),13,1,2,11,3,3,1,5,2,VPA,102,3,3,1,80,37:07.0,0x000000000039223E,7,NULL,NULL,NULL,NULL
2682,MR Variation Worksharing as RMS (60 day),MR Variation Worksharing as RMS (60 day),13,1,2,11,3,3,1,5,2,VPA,102,4,3,1,80,13:24.2,0x000000000039223F,7,NULL,NULL,NULL,NULL
2683,MR Variation Worksharing as RMS (30 day),MR Variation Worksharing as RMS (30 day),13,1,2,11,3,3,1,5,2,VPA,101,5,3,1,80,11:44.2,0x0000000000392240,7,NULL,NULL,NULL,NULL
2684,New - MR as RMS,New - MR as RMS,6,1,2,5,3,3,1,NULL,2,VPA,28,13,3,1,80,36:27.5,0x0000000000392241,7,NULL,NULL,NULL,NULL
2685,New Decentralised as CMS,New Decentralised as CMS,6,1,2,5,2,1,1,5,1,VPA,107,4,3,1,80,55:36.2,0x0000000000392242,2,NULL,NULL,NULL,NULL
2686,New Decentralised as CMS,New Decentralised as CMS,6,1,2,5,2,1,1,5,1,VPA,107,5,3,1,80,04:46.6,0x0000000000392243,2,NULL,NULL,NULL,NULL
2687,New Decentralised as CMS,New Decentralised as CMS,6,1,2,5,2,1,1,5,1,VPA,107,6,3,1,80,10:51.8,0x0000000000392244,2,NULL,NULL,NULL,NULL
2688,New - MR as CMS,New - MR as CMS,6,1,2,5,3,3,1,NULL,1,VPA,93,6,3,1,80,42:12.0,0x0000000000392245,2,NULL,NULL,NULL,NULL
2689,PSUR - National,PSUR - National,10,1,2,9,4,3,1,5,2,VPA,47,6,3,1,80,13:00.6,0x0000000000392246,7,NULL,NULL,NULL,NULL
2690,MR Variation Type IB as CMS,MR Variation Type IB as CMS,13,1,2,11,3,3,1,5,2,VPA,29,10,3,1,42,50:45.2,0x0000000000392247,7,NULL,NULL,NULL,NULL
2691,MR Variation Type II as CMS (30 day),MR Variation Type II as CMS (30 day),13,1,2,11,3,3,1,5,2,VPA,148,4,3,1,42,52:21.7,0x0000000000392248,7,NULL,NULL,NULL,NULL
2692,New - National,New - National,6,1,2,5,4,3,1,NULL,1,VPA,26,13,3,1,42,53:39.8,0x0000000000392249,1,NULL,NULL,NULL,NULL
2693,National Variation Type II 60 day SIT,National Variation Type II 60 day SIT,13,1,2,11,4,3,1,5,2,VPA,54,2,3,1,42,55:34.0,0x000000000039224A,7,NULL,NULL,NULL,NULL
2694,Scientific Advice,Scientific Advice,1,1,2,4,3,3,1,5,1,NULL,36,4,3,1,42,59:55.3,0x000000000039224B,7,NULL,NULL,NULL,NULL
2695,Marketing Status Notification,Marketing Status Notification,10,1,2,4,4,3,1,5,2,VPA,43,5,3,1,42,00:35.9,0x000000000039224C,7,NULL,NULL,NULL,NULL
2696,Classification Enquiry,Classification Enquiry,1,1,2,2,4,3,1,5,1,NULL,127,5,3,1,42,01:19.6,0x000000000039224D,7,NULL,NULL,NULL,NULL
2697,New - Homeopathic,New - Homeopathic,6,1,2,5,4,3,1,5,1,HoVR,31,5,3,1,42,02:07.7,0x000000000039224E,6,NULL,NULL,NULL,NULL
2698,MR Variation Type IA as CMS,MR Variation Type IA as CMS,13,1,2,11,3,3,1,5,2,VPA,46,9,3,1,80,32:45.0,0x000000000039224F,7,NULL,NULL,NULL,NULL
2699,MR Variation Type IA EXP as CMS,MR Variation Type IA EXP as CMS,13,1,2,11,3,3,1,5,2,VPA,112,3,3,1,80,35:47.8,0x0000000000392250,7,NULL,NULL,NULL,NULL
2700,MR Variation Type IA as CMS,MR Variation Type IA as CMS,13,1,2,11,3,3,1,5,2,VPA,46,10,3,1,80,45:04.3,0x0000000000392251,7,NULL,NULL,NULL,NULL
2701,MR Variation Type IA EXP as CMS,MR Variation Type IA EXP as CMS,13,1,2,11,3,3,1,5,2,VPA,112,4,3,1,80,45:59.9,0x0000000000392252,7,NULL,NULL,NULL,NULL
2702,MR Renewal as CMS,MR Renewal as CMS,8,1,2,10,3,3,1,5,2,VPA,115,4,3,1,80,12:47.3,0x0000000000392253,4,NULL,NULL,NULL,NULL
2703,MR Repeat Use as CMS,MR Repeat Use as CMS,6,1,2,5,3,3,1,5,2,VPA,128,4,3,1,80,19:55.4,0x0000000000392254,7,NULL,NULL,NULL,NULL
2704,MR Variation Worksharing as CMS (30 day),MR Variation Worksharing as CMS (30 day),13,1,2,11,3,3,1,5,2,VPA,126,4,3,1,80,26:17.7,0x0000000000392255,7,NULL,NULL,NULL,NULL
2705,MR Variation Worksharing as CMS (90 day),MR Variation Worksharing as CMS (90 day),13,1,2,11,3,3,1,5,2,VPA,81,4,3,1,80,42:26.1,0x0000000000392256,7,NULL,NULL,NULL,NULL
2706,MR Variation Worksharing as CMS (60 day),MR Variation Worksharing as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,80,6,3,1,80,32:05.8,0x0000000000392257,7,NULL,NULL,NULL,NULL
2707,MR Variation Type IB EXP as CMS,MR Variation Type IB EXP as CMS,13,1,2,11,3,3,1,5,2,VPA,113,3,3,1,80,00:42.6,0x0000000000392258,7,NULL,NULL,NULL,NULL
2708,MR Repeat Use as CMS,MR Repeat Use as CMS,6,1,2,5,3,3,1,5,2,VPA,128,5,3,1,80,49:17.1,0x0000000000392259,7,NULL,NULL,NULL,NULL
2709,New - National,New - National,6,1,2,5,4,3,1,NULL,1,VPA,26,14,3,1,80,31:41.5,0x0000000000C6F34C,1,NULL,NULL,NULL,NULL
2710,MR Variation Worksharing as CMS (60 day),MR Variation Worksharing as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,80,7,3,1,80,59:26.8,0x000000000039225B,7,NULL,NULL,NULL,NULL
2711,MR Renewal as CMS,MR Renewal as CMS,8,1,2,10,3,3,1,5,2,VPA,115,5,3,1,80,04:36.4,0x000000000039225C,4,NULL,NULL,NULL,NULL
2712,PSUR - MR as RMS,PSUR - MR as RMS,10,1,2,9,3,3,1,5,2,VPA,9,5,3,1,96,20:57.3,0x000000000039225D,7,NULL,NULL,NULL,NULL
2713,MR Repeat Use as CMS,MR Repeat Use as CMS,6,1,2,5,3,3,1,5,2,VPA,128,6,3,1,80,06:50.1,0x000000000039225E,7,NULL,NULL,NULL,NULL
2714,PSUR - Centralised as Rapp,PSUR - Centralised as Rapp,10,1,2,9,1,3,1,5,2,,109,3,3,1,96,43:15.8,0x0000000006D618E4,7,NULL,NULL,NULL,NULL
2715,MR Renewal as RMS,MR Renewal as RMS,8,1,2,10,3,3,1,5,2,VPA,35,8,3,1,80,14:55.7,0x0000000000392260,7,NULL,NULL,NULL,NULL
2716,MR Repeat Use as RMS,MR Repeat Use as RMS,6,1,2,5,3,3,1,5,2,VPA,105,6,3,1,80,22:21.4,0x0000000000392261,7,NULL,NULL,NULL,NULL
2717,Homeopathic Renewal,Homeopathic Renewal,8,1,2,10,4,3,1,5,2,HoVR,97,6,3,1,96,26:54.9,0x0000000004B898AF,3,NULL,NULL,NULL,NULL
2718,Homeopathic Variation,Homeopathic Variation,13,1,2,11,4,3,1,5,2,HoVR,98,3,3,1,96,33:30.7,0x0000000004B898B5,7,NULL,NULL,NULL,NULL
2719,Cent Variation Type IA as Rapp,Cent Variation Type IA as Rapp,13,1,2,11,1,3,1,5,2,,84,4,3,1,96,35:11.4,0x0000000006537920,7,NULL,NULL,NULL,NULL
2720,Cent Variation Type IB as Rapp,Cent Variation Type IB as Rapp,13,1,2,11,1,3,1,5,2,,49,4,3,1,96,36:12.1,0x0000000006D61BF4,7,NULL,NULL,NULL,NULL
2721,Cent Variation Type II as Rapp (30 day),Cent Variation Type II as Rapp (30 day),13,1,2,11,1,3,1,5,2,,85,3,3,1,80,55:08.8,0x0000000000392266,7,NULL,NULL,NULL,NULL
2722,Cent Variation Type II as Rapp (90 day),Cent Variation Type II as Rapp (90 day),13,1,2,11,1,3,1,5,2,,90,2,3,1,80,03:06.1,0x0000000000392267,7,NULL,NULL,NULL,NULL
2723,National Variation Type II 60 day SIT,National Variation Type II 60 day SIT,13,1,2,11,4,3,1,5,2,VPA,54,3,3,1,80,32:59.9,0x0000000000392268,7,NULL,NULL,NULL,NULL
2724,BE Interface Change Prefix,BE Interface Change Prefix,13,1,2,11,4,NULL,1,NULL,2,e,154,1,3,1,49,14:15.8,0x0000000000392269,1,NULL,NULL,NULL,NULL
2725,New - BearingPoint No Prefix,New - BearingPoint No Prefix,6,1,1,5,4,NULL,1,NULL,1,NULL,155,1,3,1,49,40:29.2,0x000000000039226A,7,NULL,NULL,NULL,NULL
2726,ASMF,ASMF,6,1,2,5,3,NULL,1,NULL,1,DMF,95,4,3,1,69,00:49.2,0x000000000039226B,7,NULL,NULL,NULL,NULL
2727,MR Variation Type IA as RMS,MR Variation Type IA as RMS,13,1,2,11,3,3,1,5,2,VPA,48,6,3,1,80,29:49.9,0x000000000039226C,7,NULL,NULL,NULL,NULL
2728,MR Variation Type II as RMS (30 day),MR Variation Type II as RMS (30 day),13,1,2,11,3,3,1,5,2,VPA,83,5,3,1,80,38:42.0,0x000000000039226D,7,NULL,NULL,NULL,NULL
2729,MR Variation Type II as RMS (90 day),MR Variation Type II as RMS (90 day),13,1,2,11,3,3,1,5,2,VPA,82,6,3,1,80,05:12.0,0x000000000039226E,7,NULL,NULL,NULL,NULL
2730,MR Variation Type II as RMS (60 day),MR Variation Type II as RMS (60 day),13,1,2,11,3,3,1,5,2,VPA,2,10,3,1,80,00:39.5,0x000000000039226F,7,NULL,NULL,NULL,NULL
2731,MR Variation Worksharing as RMS (30 day),MR Variation Worksharing as RMS (30 day),13,1,2,11,3,3,1,5,2,VPA,101,6,3,1,80,14:23.2,0x0000000000392270,7,NULL,NULL,NULL,NULL
2732,MR Variation Worksharing as RMS (60 day),MR Variation Worksharing as RMS (60 day),13,1,2,11,3,3,1,5,2,VPA,102,5,3,1,80,19:13.8,0x0000000000392271,7,NULL,NULL,NULL,NULL
2733,MR Variation Worksharing as RMS (90 day),MR Variation Worksharing as RMS (90 day),13,1,2,11,3,3,1,5,2,VPA,103,4,3,1,80,00:06.6,0x0000000000392272,7,NULL,NULL,NULL,NULL
2734,MR Variation Type IA as RMS,MR Variation Type IA as RMS,13,1,2,11,3,3,1,5,2,VPA,48,7,3,1,80,41:52.6,0x0000000000392273,7,NULL,NULL,NULL,NULL
2735,National Variation Type II (30 Day),National Variation Type II (30 Day),13,1,2,11,4,3,1,5,2,VPA,68,3,3,1,42,29:00.7,0x0000000000392274,7,NULL,NULL,NULL,NULL
2736,National Variation Type II (90 Day),National Variation Type II (90 Day),13,1,2,11,4,3,1,5,2,VPA,67,4,3,1,42,24:50.0,0x0000000000392275,7,NULL,NULL,NULL,NULL
2737,New - Decentralised as RMS,New - Decentralised as RMS,6,1,2,5,2,3,1,5,1,VPA,40,12,3,1,80,03:15.5,0x0000000000C6F04D,2,NULL,NULL,NULL,NULL
2738,PSUR as P-RMS,PSUR as P-RMS,10,1,2,9,3,3,1,5,2,VPA,110,3,3,1,80,03:45.2,0x0000000000392277,7,NULL,NULL,NULL,NULL
2739,PSUR - MR as RMS,PSUR - MR as RMS,10,1,2,9,3,3,1,5,2,VPA,9,6,3,1,80,04:01.2,0x00000000033E3183,7,NULL,NULL,NULL,NULL
2740,Clinical Trial,Clinical Trial,6,1,2,5,4,3,1,5,1,NULL,70,7,3,1,69,12:48.2,0x0000000000392279,8,NULL,NULL,NULL,NULL
2741,Clinical Trial,Clinical Trial,6,1,2,5,4,3,1,5,1,,70,8,3,1,69,14:16.3,0x000000000039227A,8,NULL,NULL,NULL,NULL
2742,National Renewal,National Renewal,8,1,2,10,4,3,1,5,2,,120,3,3,1,80,26:18.1,0x000000000039227B,3,NULL,NULL,NULL,NULL
2743,Clinical Trial Variation,Clinical Trial Variation,13,1,2,11,4,3,1,5,2,VPA,71,3,3,1,69,15:44.8,0x000000000039227C,7,NULL,NULL,NULL,NULL
