CaseID,InternationalIdentifier,EUProcedureNumber,CaseTypeID,CaseTypeGroupVersionNumber,CaseStatusTypeID,CaseTriggerReasonID,CreatedDate,CaseCategoryID,CaseLegacyID,CaseApprovalStatusTypeID,CaseApprovalDate,ConcurrencyRowVersion,Actual_Date
7857,NULL,UK/V/0334/001/DC    ,2762,34,3,1,23/07/2010,1,7008280,1,06/08/2010,0x0000000007D40EA0,30/07/2010
7858,NULL,UK/V/0203/001/IA/011,2582,111,3,1,27/07/2010,1,7008281,1,10/09/2010,0x0000000007D40EA1,#N/A
7859,NULL,FR/V/0202/001/DC    ,2813,108,3,1,27/07/2010,1,7008282,1,28/09/2010,0x0000000007D40EA2,30/08/2010
7860,NULL,UK/V/0216/001       ,2813,108,3,1,27/07/2010,1,7008283,1,29/10/2010,0x0000000007D40EA3,02/10/2010
7861,NULL,UK/V/0253/001/MR    ,2846,100,3,1,27/07/2010,1,7008284,1,07/04/2011,0x0000000007D40EA4,#N/A
7862,NULL,AT/V/0007/001/DC    ,2810,107,3,1,27/07/2010,1,7008285,1,27/09/2011,0x0000000007D40EA5,02/08/2010
7863,NULL,UK/V/0380/001/DC    ,2810,107,3,1,27/07/2010,1,7008286,1,20/01/2012,0x0000000007D40EA6,30/08/2010
7864,NULL,PT/V/0104/001/DC    ,2810,107,3,1,27/07/2010,1,7008287,1,23/08/2011,0x0000000007D40EA7,10/08/2010
7865,NULL,IE/V/0199/001/II/003,2852,82,3,1,27/07/2010,1,7008288,1,14/03/2011,0x0000000007D40EA8,#N/A
7866,NULL,IE/V/0269/001/DC    ,2737,40,3,1,28/07/2010,1,7008289,1,12/11/2012,0x0000000007D40EA9,30/07/2010
7867,NULL,NULL,2892,104,3,1,28/07/2010,1,7008290,1,23/03/2012,0x0000000007D40EAA,#N/A
7868,NULL,FR/V/0201/002/DC    ,2810,107,3,1,28/07/2010,1,7008291,1,05/04/2012,0x0000000007D40EAB,10/09/2010
7869,NULL,NULL,2861,53,3,1,28/07/2010,1,7008292,1,13/01/2011,0x0000000007D40EAC,#N/A
7870,NULL,IE/V/0105/001/E/001 ,2844,105,3,1,29/07/2010,1,7008293,1,07/09/2010,0x0000000007D40EAD,#N/A
7871,NULL,IE/V/0111/001/E/001 ,2844,105,3,1,29/07/2010,1,7008294,1,07/09/2010,0x0000000007D40EAE,#N/A
7872,NULL,IE/V/0124/001/E/003 ,2844,105,3,1,29/07/2010,1,7008295,1,07/09/2010,0x0000000007D40EAF,#N/A
7873,NULL,NL/V/0102/II/009/G  ,2847,96,3,1,29/07/2010,1,7008296,1,16/05/2012,0x0000000007D40EB0,22/07/2010
7874,NULL,FR/V/0124/001/IA/012,2759,46,3,1,29/07/2010,1,7008297,1,21/09/2010,0x0000000007D40EB1,04/08/2010
7875,NULL,NULL,2861,53,3,1,29/07/2010,1,7008298,1,30/08/2010,0x0000000007D40EB2,#N/A
7876,NULL,NULL,2868,67,3,1,29/07/2010,1,7008299,1,10/03/2011,0x0000000007D40EB3,#N/A
7877,NULL,FR/V/0214/001/II/001,2846,100,3,1,29/07/2010,1,7008300,1,28/02/2011,0x0000000007D40EB4,#N/A
7878,NULL,NULL,2859,120,3,1,03/08/2010,1,7008301,1,06/01/2012,0x0000000007D40EB5,10/09/2011
7879,NULL,FR/V/0225/001/DC    ,2810,107,3,1,03/08/2010,1,7008302,1,25/11/2011,0x0000000007D40EB6,11/08/2010
7880,NULL,DE/V/0235/01/IA/010 ,2759,46,3,1,04/08/2010,1,7008303,1,09/09/2010,0x0000000007D40EB7,#N/A
7881,NULL,NULL,2864,66,3,1,04/08/2010,1,7008304,1,07/01/2011,0x0000000007D40EB8,#N/A
7882,NULL,NULL,2864,66,3,1,04/08/2010,1,7008305,1,17/11/2010,0x0000000007D40EB9,#N/A
7883,NULL,NULL,2864,66,3,1,04/08/2010,1,7008306,1,17/11/2010,0x0000000007D40EBA,#N/A
7884,NULL,NL/V/0123/001/1A/001,2759,46,3,1,04/08/2010,1,7008307,1,07/01/2011,0x0000000007D40EBB,#N/A
7885,NULL,NULL,2861,53,3,1,04/08/2010,1,7008308,1,30/08/2010,0x0000000007D40EBC,#N/A
7886,NULL,NULL,2647,45,3,1,05/08/2010,1,7008309,1,26/08/2010,0x0000000007D40EBD,#N/A
7887,NULL,UK/V/0198/002/X/001 ,2813,108,3,1,05/08/2010,1,7008310,1,21/10/2010,0x0000000007D40EBE,18/10/2010
7888,NULL,UK/V/0331/001/MR    ,2813,108,3,1,05/08/2010,1,7008311,1,05/10/2010,0x0000000007D40EBF,05/10/2010
7889,NULL,NULL,2754,47,3,1,05/08/2010,1,7008312,1,19/08/2010,0x0000000007D40EC0,17/08/2010
7890,NULL,UK/V/0155/001/IA/016,2759,46,3,1,05/08/2010,1,7008313,1,16/09/2010,0x0000000007D40EC1,#N/A
7891,NULL,UK/V/0151/001       ,2754,47,3,1,05/08/2010,1,7008314,1,24/08/2010,0x0000000007D40EC2,11/08/2010
7892,NULL,NULL,2647,45,3,1,05/08/2010,1,7008315,1,26/08/2010,0x0000000007D40EC3,#N/A
7893,NULL,NULL,2754,47,3,1,05/08/2010,1,7008316,1,20/08/2010,0x0000000007D40EC4,17/08/2010
7894,NULL,NULL,2754,47,3,1,05/08/2010,1,7008317,1,14/09/2010,0x0000000007D40EC5,17/08/2010
7895,NULL,DE/V/0129/001/MR    ,2813,108,3,1,05/08/2010,1,7008318,1,29/10/2010,0x0000000007D40EC6,04/10/2010
7896,NULL,NULL,2837,127,3,1,27/11/2009,1,7008319,1,06/12/2010,0x0000000007D40EC7,01/12/2009
7897,NULL,NULL,2582,111,3,1,05/08/2010,1,7008320,1,20/08/2010,0x0000000007D40EC8,#N/A
7898,NULL,UK/V/0284/001/MR    ,2582,111,3,1,05/08/2010,1,7008321,1,20/08/2010,0x0000000007D40EC9,#N/A
7899,NULL,NULL,2582,111,3,1,05/08/2010,1,7008322,1,20/08/2010,0x0000000007D40ECA,#N/A
7900,NULL,NULL,2582,111,3,1,05/08/2010,1,7008323,1,11/10/2010,0x0000000007D40ECB,#N/A
7901,NULL,NULL,2893,44,3,1,05/08/2010,1,7008324,1,27/10/2010,0x0000000007D40ECC,03/08/2010
7902,NULL,DE/V/0240/001/IA/007,2813,108,3,1,05/08/2010,1,7008325,1,29/10/2010,0x0000000007D40ECD,10/09/2010
7903,NULL,NULL,2754,47,3,1,05/08/2010,1,7008326,1,20/08/2010,0x0000000007D40ECE,17/08/2010
7904,NULL,UK/V/204/001        ,2893,44,3,1,05/08/2010,1,7008327,1,05/11/2010,0x0000000007D40ECF,27/10/2001
7905,NULL,NULL,2837,127,3,1,05/08/2010,1,7008328,1,19/01/2011,0x0000000007D40ED0,16/08/2010
7906,NULL,NULL,2837,127,3,1,05/08/2010,1,7008329,1,22/10/2010,0x0000000007D40ED1,16/08/2010
7907,NULL,NULL,2837,127,3,1,05/08/2010,1,7008330,1,11/10/2010,0x0000000007D40ED2,16/08/2010
7908,NULL,NULL,2837,127,3,1,05/08/2010,1,7008331,1,22/10/2010,0x0000000007D40ED3,16/08/2010
7909,NULL,NULL,2837,127,3,1,05/08/2010,1,7008332,1,22/10/2010,0x0000000007D40ED4,18/08/2010
7910,NULL,NULL,2838,70,3,1,05/08/2010,1,7008333,1,13/08/2010,0x0000000007D40ED5,06/08/2010
7911,NULL,NULL,2829,37,3,1,05/08/2010,1,7008334,1,16/08/2010,0x0000000007D40ED6,16/08/2010
7912,NULL,NULL,2841,43,3,1,05/08/2010,1,7008335,1,17/08/2010,0x0000000007D40ED7,#N/A
7913,NULL,UK/V/0260/001/MR    ,2813,108,3,1,05/08/2010,1,7008337,1,05/10/2010,0x0000000007D40ED8,05/10/2010
7914,NULL,UK/V/0194/001       ,2647,45,3,1,09/08/2010,1,7008338,1,11/08/2010,0x0000000007D40ED9,#N/A
7915,NULL,NULL,2867,54,3,1,10/08/2010,1,7008339,1,13/01/2011,0x0000000007D40EDA,15/11/2010
7916,NULL,UK/V/0138/001/IB/005,2793,29,3,1,10/08/2010,1,7008340,1,16/09/2010,0x0000000007D40EDB,11/08/2010
7917,NULL,UK/V/0174/001/IA/005,2759,46,3,1,10/08/2010,1,7008341,1,21/09/2010,0x0000000007D40EDC,#N/A
7918,NULL,UK/V/0198/001/IB/004,2793,29,3,1,10/08/2010,1,7008342,1,14/09/2010,0x0000000007D40EDD,11/08/2010
7919,NULL,UK/V/0198/02/IA/05/G,2759,46,3,1,10/08/2010,1,7008343,1,23/09/2010,0x0000000007D40EDE,#N/A
7920,NULL,UK/V/215/04/IA/016/G,2759,46,3,1,10/08/2010,1,7008344,1,23/09/2010,0x0000000007D40EDF,18/08/2010
7921,NULL,UK/V/215/01/IA/013/G,2759,46,3,1,10/08/2010,1,7008345,1,23/09/2010,0x0000000007D40EE0,18/08/2010
7922,NULL,UK/V/215/02/IA/014/G,2759,46,3,1,10/08/2010,1,7008346,1,23/09/2010,0x0000000007D40EE1,18/08/2010
7923,NULL,UK/V/215/03/IA/015/G,2759,46,3,1,10/08/2010,1,7008347,1,23/09/2010,0x0000000007D40EE2,18/08/2010
7924,NULL,NULL,2867,54,3,1,10/08/2010,1,7008348,1,26/04/2011,0x0000000007D40EE3,#N/A
7925,NULL,IE/V/191/01/DC      ,2739,9,3,1,11/08/2010,1,7008349,1,20/09/2010,0x0000000007D40EE4,30/08/2010
7926,NULL,UK/V/0333/001/E/001 ,2813,108,3,1,11/08/2010,1,7008350,1,18/10/2010,0x0000000007D40EE5,18/10/2010
7927,NULL,UK/V/0303/001/IB/003,2793,29,3,1,12/08/2010,1,7008353,1,27/09/2010,0x0000000007D40EE6,24/08/2010
7928,NULL,IE/V/191/01/DC      ,2861,53,3,1,12/08/2010,1,7008354,1,20/10/2010,0x0000000007D40EE7,#N/A
7929,NULL,NULL,2867,54,3,1,12/08/2010,1,7008355,1,14/06/2011,0x0000000007D40EE8,07/09/2010
7930,NULL,NULL,2861,53,3,1,12/08/2010,1,7008356,1,25/08/2010,0x0000000007D40EE9,#N/A
7931,NULL,NULL,2861,53,3,1,12/08/2010,1,7008357,1,25/08/2010,0x0000000007D40EEA,#N/A
7932,NULL,NULL,2864,66,3,1,12/08/2010,1,7008358,1,21/10/2010,0x0000000007D40EEB,#N/A
7933,NULL,UK/V/0346/001/1B/002,2793,29,4,1,12/08/2010,1,7008359,-999,01/01/2001,0x0000000007D40EEC,17/08/2010
7934,NULL,NULL,2861,53,3,1,12/08/2010,1,7008360,1,13/09/2010,0x0000000007D40EED,#N/A
7935,NULL,NULL,2861,53,3,1,12/08/2010,1,7008361,1,30/08/2010,0x0000000007D40EEE,#N/A
7936,NULL,IE/V/0265/001/DC    ,2737,40,3,1,12/08/2010,1,7008362,1,19/08/2011,0x0000000007D40EEF,13/08/2010
7937,NULL,NULL,2754,47,3,1,13/08/2010,1,7008363,1,13/10/2010,0x0000000007D40EF0,17/08/2010
7938,NULL,UK/V/0385/01/DC     ,2810,107,3,1,13/08/2010,1,7008364,1,22/12/2011,0x0000000007D40EF1,03/09/2010
7939,NULL,UK/V/0379/001/DC    ,2810,107,3,1,13/08/2010,1,7008365,1,24/02/2012,0x0000000007D40EF2,25/08/2010
7940,NULL,ES/V/0115/001/IA/01G,2759,46,3,1,09/07/2010,1,7008366,1,24/09/2010,0x0000000007D40EF3,#N/A
7941,NULL,UK/V/0146/01/IB/005 ,2793,29,3,1,16/08/2010,1,7008367,1,19/04/2011,0x0000000007D40EF4,19/10/2010
7942,NULL,UK/V/0298/001/MR    ,2813,108,3,1,16/08/2010,1,7008368,1,29/10/2010,0x0000000007D40EF5,16/10/2010
7943,NULL,IE/V/0112/004/MR    ,2739,9,3,1,16/08/2010,1,7008369,1,12/01/2011,0x0000000007D40EF6,26/11/2010
7944,NULL,NULL,2754,47,3,1,16/08/2010,1,7008370,1,09/09/2010,0x0000000007D40EF7,17/08/2010
7945,NULL,UK/V/0341/01/IA/02/G,2813,108,3,1,16/08/2010,1,7008371,1,27/10/2010,0x0000000007D40EF8,19/10/2010
7946,NULL,IE/V/0268/001/DC    ,2737,40,3,1,17/08/2010,1,7008372,1,27/01/2012,0x0000000007D40EF9,20/08/2010
7947,NULL,NULL,2709,26,3,1,17/08/2010,1,7008373,1,24/09/2010,0x0000000007D40EFA,02/09/2010
7948,NULL,NULL,2892,104,3,1,17/08/2010,1,7008374,1,24/04/2012,0x0000000007D40EFB,#N/A
7949,NULL,FR/V/0226/001/DC    ,2810,107,3,1,17/08/2010,1,7008375,1,10/10/2011,0x0000000007D40EFC,26/08/2010
7950,NULL,V/C/030/01/0/0      ,2647,45,3,1,19/08/2010,1,7008379,1,25/08/2010,0x0000000007D40EFD,#N/A
7951,NULL,UK/V/0347/001/1B/003,2793,29,3,1,19/08/2010,1,7008380,1,01/10/2010,0x0000000007D40EFE,31/08/2010
7952,NULL,NULL,2861,53,3,1,19/08/2010,1,7008381,1,25/08/2010,0x0000000007D40EFF,#N/A
7953,NULL,De/V/0142/001/DC    ,2810,107,3,1,19/08/2010,1,7008382,1,28/10/2011,0x0000000007D40F01,03/09/2010
7954,NULL,UK/V/0235/001       ,2829,37,3,1,19/08/2010,1,7008383,1,30/08/2010,0x0000000007D40F02,30/08/2010
7955,NULL,NULL,2829,37,3,1,19/08/2010,1,7008384,1,21/09/2010,0x0000000007D40F03,21/09/2010
7956,NULL,NULL,2867,54,3,1,20/08/2010,1,7008385,1,31/08/2010,0x0000000007D40F04,30/08/2010
7957,NULL,FR/V/0153/001/1A/004,2759,46,3,1,20/08/2010,1,7008386,1,20/12/2010,0x0000000007D40F05,26/10/2010
7958,NULL,FR/V/0153/001/1A/004,2759,46,4,1,20/08/2010,1,7008387,-999,01/01/2001,0x0000000007D40F06,#N/A
7959,NULL,UK/V/0300/001/E/001 ,2805,93,3,1,20/08/2010,1,7008388,1,25/11/2011,0x0000000007D40F07,26/08/2010
7960,NULL,NULL,2864,66,3,1,23/08/2010,1,7008389,1,14/09/2010,0x0000000007D40F08,#N/A
7961,NULL,NULL,2861,53,3,1,23/08/2010,1,7008390,1,27/08/2010,0x0000000007D40F09,#N/A
7962,NULL,NULL,2859,120,3,1,26/08/2010,1,7008391,1,11/03/2011,0x0000000007D40F0A,07/10/2010
7963,NULL,UK/V/0274/001/R/001 ,2842,115,3,1,26/08/2010,1,7008392,1,26/04/2011,0x0000000007D40F0B,20/10/2010
7964,NULL,NULL,2754,47,3,1,27/08/2010,1,7008393,1,31/08/2010,0x0000000007D40F0C,31/08/2010
7965,NULL,NULL,2754,47,3,1,27/08/2010,1,7008394,1,01/09/2010,0x0000000007D40F0D,31/08/2010
7966,NULL,IT/V/0122/001/DC    ,2813,108,3,1,27/08/2010,1,7008395,1,27/10/2010,0x0000000007D40F0E,25/10/2010
7967,NULL,NULL,2754,47,3,1,27/08/2010,1,7008396,1,01/09/2010,0x0000000007D40F0F,01/09/2010
7968,NULL,NO/V/0002/001/MR    ,2813,108,3,1,27/08/2010,1,7008397,1,04/11/2010,0x0000000007D40F10,03/11/2010
7969,NULL,NULL,2754,47,3,1,27/08/2010,1,7008398,1,09/09/2010,0x0000000007D40F11,01/09/2010
7970,NULL,FR/V/0196/01/IA/01/G,2813,108,3,1,27/08/2010,1,7008399,1,02/11/2010,0x0000000007D40F12,07/10/2010
7971,NULL,IE/V/0226/001/DC    ,2739,9,3,1,27/08/2010,1,7008400,1,22/09/2010,0x0000000007D40F13,02/09/2010
7972,NULL,NULL,2754,47,3,1,27/08/2010,1,7008401,1,02/09/2010,0x0000000007D40F14,02/09/2010
7973,NULL,NULL,2582,111,3,1,27/08/2010,1,7008402,1,10/09/2010,0x0000000007D40F15,#N/A
7974,NULL,IE/V/0220/001/DC    ,2739,9,3,1,27/08/2010,1,7008403,1,04/10/2010,0x0000000007D40F16,15/09/2010
7975,NULL,IE/V/0179/001       ,2739,9,3,1,27/08/2010,1,7008404,1,03/03/2011,0x0000000007D40F17,15/02/2011
7976,NULL,UK/V/0337/001/II/001,2813,108,3,1,27/08/2010,1,7008405,1,18/02/2011,0x0000000007D40F18,03/11/2010
7977,NULL,NULL,2864,66,3,1,27/08/2010,1,7008406,1,29/11/2010,0x0000000007D40F19,#N/A
7978,NULL,UK/V/0226/001/DC    ,2813,108,3,1,27/08/2010,1,7008407,1,27/10/2010,0x0000000007D40F1A,26/10/2010
7979,NULL,UK/V/0277/001/MR    ,2813,108,3,1,27/08/2010,1,7008408,1,03/11/2010,0x0000000007D40F1B,03/11/2010
7980,NULL,FR/V/0183/001/MR    ,2813,108,3,1,27/08/2010,1,7008409,1,09/12/2010,0x0000000007D40F1C,16/11/2010
7981,NULL,V/C/082/00/0/0      ,2714,109,4,1,27/08/2010,1,7008410,-999,01/01/2001,0x0000000007D40F1D,#N/A
7982,NULL,UK/V/0201/1B/004/G  ,2793,29,4,1,30/08/2010,1,7008411,-999,01/01/2001,0x0000000007D40F1E,#N/A
7983,NULL,NULL,2864,66,3,1,30/08/2010,1,7008413,1,16/09/2010,0x0000000007D40F1F,#N/A
7984,NULL,UK/V/0351/001/1B/001,2793,29,3,1,30/08/2010,1,7008414,1,15/09/2010,0x0000000007D40F20,03/09/2010
7985,NULL,NULL,2867,54,3,1,30/08/2010,1,7008415,1,01/02/2011,0x0000000007D40F21,27/10/2010
7986,NULL,NULL,2864,66,3,1,30/08/2010,1,7008416,1,28/09/2010,0x0000000007D40F22,#N/A
7987,NULL,NULL,2884,86,4,1,31/08/2010,1,7008417,-999,01/01/2001,0x0000000007D40F23,#N/A
7988,NULL,NULL,2867,54,3,1,31/08/2010,1,7008418,1,06/09/2011,0x0000000007D40F24,23/09/2010
7989,NULL,NULL,2867,54,3,1,31/08/2010,1,7008419,1,06/09/2011,0x0000000007D40F25,23/09/2010
7990,NULL,V/C/0136/00/0/0     ,2884,86,4,1,31/08/2010,1,7008420,-999,01/01/2001,0x0000000007D40F26,#N/A
7991,NULL,NULL,2867,54,3,1,31/08/2010,1,7008421,1,28/09/2010,0x0000000007D40F27,17/09/2010
7992,NULL,NULL,2867,54,3,1,31/08/2010,1,7008422,1,18/07/2011,0x0000000007D40F28,06/01/2011
7993,NULL,FR/V/167/01/E/01    ,2841,43,3,1,31/08/2010,1,7008423,1,09/09/2010,0x0000000007D40F29,09/09/2010
7994,NULL,V/C/062/01/0/0      ,2841,43,3,1,31/08/2010,1,7008424,1,09/09/2010,0x0000000007D40F2A,09/09/2010
7995,NULL,NULL,2861,53,3,1,31/08/2010,1,7008425,1,09/09/2010,0x0000000007D40F2B,#N/A
7996,NULL,V/C/135/00/0/0      ,2841,43,3,1,31/08/2010,1,7008426,1,14/12/2011,0x0000000007D40F2C,#N/A
7997,NULL,V/C/078             ,2841,43,4,1,31/08/2010,1,7008427,-999,01/01/2001,0x0000000007D40F2D,#N/A
7998,NULL,DE/V/0022/001/E/001 ,2864,66,3,1,31/08/2010,1,7008428,1,22/10/2010,0x0000000007D40F2E,#N/A
7999,NULL,NULL,2582,111,3,1,31/08/2010,1,7008429,1,08/09/2010,0x0000000007D40F2F,#N/A
8000,NULL,NULL,2867,54,3,1,31/08/2010,1,7008430,1,16/03/2011,0x0000000007D40F30,25/11/2010
8001,NULL,NULL,2861,53,3,1,31/08/2010,1,7008431,1,11/10/2010,0x0000000007D40F31,#N/A
8002,NULL,NULL,2582,111,3,1,31/08/2010,1,7008432,1,08/09/2010,0x0000000007D40F32,#N/A
8003,NULL,NULL,2754,47,3,1,31/08/2010,1,7008433,1,22/09/2010,0x0000000007D40F33,08/09/2010
8004,NULL,IE/V/0272/001/MR    ,2806,28,3,1,31/08/2010,1,7008434,1,30/06/2011,0x0000000007D40F34,09/09/2010
8005,NULL,IE/V/0273/001/MR    ,2806,28,3,1,31/08/2010,1,7008435,1,30/06/2011,0x0000000007D40F35,09/09/2010
8006,NULL,IE/V/0274/001/MR    ,2806,28,3,1,31/08/2010,1,7008436,1,30/06/2011,0x0000000007D40F36,09/09/2010
8007,NULL,IE/V/0275/001/MR    ,2806,28,3,1,31/08/2010,1,7008437,1,30/06/2011,0x0000000007D40F37,09/09/2010
8008,NULL,NULL,2867,54,3,1,01/09/2010,1,7008441,1,28/09/2010,0x0000000007D40F38,28/09/2010
8009,NULL,UK/V/0320/001/DC    ,2762,34,3,1,01/09/2010,1,7008442,1,28/09/2010,0x0000000007D40F39,17/09/2010
8010,NULL,IE/V/0228/001/R/001 ,2860,35,3,1,01/09/2010,1,7008443,1,15/03/2011,0x0000000007D40F3A,29/09/2010
8011,NULL,NULL,2859,120,3,1,01/09/2010,1,7008444,1,08/04/2011,0x0000000007D40F3B,08/09/2010
8012,NULL,NULL,2859,120,4,1,01/09/2010,1,7008445,-999,01/01/2001,0x0000000007D40F3C,13/10/2010
8013,NULL,FR/V/0168/001/R/001 ,2842,115,3,1,02/09/2010,1,7008446,1,06/05/2011,0x0000000007D40F3D,02/11/2010
8014,NULL,UK/V/0216/001/R/001 ,2842,115,3,1,02/09/2010,1,7008447,1,17/06/2011,0x0000000007D40F3E,17/11/2010
8015,NULL,UK/V/0324/001/DC    ,2813,108,3,1,02/09/2010,1,7008448,1,23/11/2010,0x0000000007D40F3F,06/11/2010
8016,NULL,BE/V/0020/001/DC    ,2739,9,4,1,02/09/2010,1,7008449,-999,01/01/2001,0x0000000007D40F40,#N/A
8017,NULL,BE/V/0015/001DC     ,2813,108,3,1,02/09/2010,1,7008450,1,24/11/2010,0x0000000007D40F41,23/11/2010
8018,NULL,UK/V/0245/001/DC    ,2813,108,3,1,02/09/2010,1,7008451,1,08/11/2010,0x0000000007D40F42,08/11/2010
8019,NULL,UK/V/0251/001/DC    ,2813,108,3,1,02/09/2010,1,7008452,1,09/11/2010,0x0000000007D40F43,08/11/2010
8020,NULL,FR/V/157/01         ,2813,108,3,1,08/09/2010,1,7008454,1,09/12/2010,0x0000000007D40F44,10/11/2010
8021,NULL,FR/V/0183/001/MR    ,2813,108,4,1,08/09/2010,1,7008455,-999,01/01/2001,0x0000000007D40F45,#N/A
8022,NULL,NULL,2837,127,3,1,08/09/2010,1,7008456,1,11/10/2010,0x0000000007D40F46,11/10/2010
8023,NULL,NULL,2837,127,3,1,08/09/2010,1,7008457,1,19/10/2010,0x0000000007D40F47,18/10/2010
8024,NULL,FR/V/0106/00/000    ,2893,44,3,1,08/09/2010,1,7008458,1,15/11/2011,0x0000000007D40F48,07/11/2010
8025,NULL,NULL,2893,44,3,1,08/09/2010,1,7008459,1,15/11/2011,0x0000000007D40F49,07/11/2010
8026,NULL,FR/V/165/01         ,2813,108,3,1,08/09/2010,1,7008460,1,09/12/2010,0x0000000007D40F4A,10/11/2010
8027,NULL,UK/V/0228/001/MR    ,2813,108,3,1,08/09/2010,1,7008461,1,25/11/2010,0x0000000007D40F4B,25/11/2010
8028,NULL,NULL,2754,47,3,1,08/09/2010,1,7008462,1,27/09/2010,0x0000000007D40F4C,24/09/2010
8029,NULL,IR/V/0129/001       ,2739,9,3,1,08/09/2010,1,7008463,1,04/01/2011,0x0000000007D40F4D,01/10/2010
8030,NULL,NULL,2754,47,3,1,08/09/2010,1,7008464,1,12/10/2010,0x0000000007D40F4E,11/10/2010
8031,NULL,DE/V/0143/001/DC    ,2810,107,3,1,09/09/2010,1,7008465,1,21/10/2011,0x0000000007D40F4F,28/09/2010
8032,NULL,NL/V/104/001/00/00  ,2813,108,3,1,10/09/2010,1,7008466,1,30/11/2010,0x0000000007D40F50,15/10/2010
8033,NULL,IT/V/113/001/II/010 ,2847,96,3,1,10/09/2010,1,7008467,1,24/01/2011,0x0000000007D40F51,15/09/2010
8034,NULL,UK/V/005/01/IA/10/G ,2759,46,3,1,10/09/2010,1,7008468,1,30/11/2010,0x0000000007D40F52,27/10/2010
8035,NULL,NULL,2864,66,3,1,10/09/2010,1,7008469,1,20/12/2010,0x0000000007D40F53,#N/A
8036,NULL,NULL,2861,53,3,1,10/09/2010,1,7008470,1,27/09/2010,0x0000000007D40F54,#N/A
8037,NULL,UK/V/0271/01/IA/07/G,2759,46,3,1,10/09/2010,1,7008471,1,30/11/2010,0x0000000007D40F55,27/10/2010
8038,NULL,NULL,2861,53,3,1,10/09/2010,1,7008472,1,27/09/2010,0x0000000007D40F56,#N/A
8039,NULL,UK/V/004/01/IA/011/G,2759,46,3,1,10/09/2010,1,7008473,1,30/11/2010,0x0000000007D40F57,27/10/2010
8040,NULL,UK/V/0341/1B/003/G  ,2793,29,3,1,10/09/2010,1,7008474,1,16/11/2010,0x0000000007D40F58,14/09/2010
8041,NULL,UK/V/194/01/IA/16/G ,2759,46,3,1,10/09/2010,1,7008475,1,30/11/2010,0x0000000007D40F59,27/10/2010
8042,NULL,DE/V/0227/001/II/005,2847,96,3,1,13/09/2010,1,7008476,1,29/11/2010,0x0000000007D40F5A,15/09/2010
8043,NULL,FR/V/0182/001/II/001,2847,96,3,1,13/09/2010,1,7008477,1,19/04/2011,0x0000000007D40F5B,08/09/2010
8044,NULL,IE/V/0114/001/IA/005,2862,48,4,1,13/09/2010,1,7008478,-999,01/01/2001,0x0000000007D40F5C,#N/A
8045,NULL,IE/V/0183/01/IA/06/G,2862,48,4,1,14/09/2010,1,7008479,-999,01/01/2001,0x0000000007D40F5D,#N/A
8046,NULL,IE/V/0184/01/IA/06/G,2862,48,4,1,14/09/2010,1,7008480,-999,01/01/2001,0x0000000007D40F5E,#N/A
8047,NULL,IE/V/0182/01/IA/04/G,2862,48,4,1,14/09/2010,1,7008481,-999,01/01/2001,0x0000000007D40F5F,#N/A
8048,NULL,IE/V/0185/01/IA/06/G,2862,48,4,1,14/09/2010,1,7008482,-999,01/01/2001,0x0000000007D40F60,#N/A
8049,NULL,UK/V/0219/001/MR    ,2813,108,3,1,14/09/2010,1,7008483,1,23/11/2010,0x0000000007D40F61,23/11/2010
8050,NULL,IE/V/0208/001/E/002 ,2739,9,3,1,14/09/2010,1,7008484,1,28/10/2010,0x0000000007D40F62,08/10/2010
8051,NULL,UK/V/0253/001/MR    ,2813,108,3,1,14/09/2010,1,7008485,1,23/11/2010,0x0000000007D40F63,23/11/2010
8052,NULL,IE/V/0194/001/MR    ,2739,9,3,1,14/09/2010,1,7008486,1,03/03/2011,0x0000000007D40F64,15/02/2011
8053,NULL,DE/V/0122/001/DC    ,2813,108,3,1,14/09/2010,1,7008487,1,30/11/2010,0x0000000007D40F65,04/11/2010
8054,NULL,FR/V/0195/001/DC    ,2813,108,3,1,14/09/2010,1,7008488,1,01/12/2010,0x0000000007D40F66,10/11/2010
8055,NULL,NULL,2754,47,3,1,14/09/2010,1,7008489,1,23/09/2010,0x0000000007D40F67,15/09/2010
8056,NULL,UK/V/0207/001       ,2762,34,3,1,14/09/2010,1,7008490,1,27/10/2010,0x0000000007D40F68,22/10/2010
8057,NULL,NULL,2864,66,3,1,15/09/2010,1,7008491,1,16/02/2011,0x0000000007D40F69,#N/A
8058,NULL,DE/V/0122/001/X/004 ,2846,100,3,1,15/09/2010,1,7008492,1,28/10/2011,0x0000000007D40F6A,#N/A
8059,NULL,NULL,2864,66,3,1,15/09/2010,1,7008493,1,23/09/2010,0x0000000007D40F6B,#N/A
8060,NULL,NULL,2867,54,3,1,15/09/2010,1,7008494,1,16/03/2011,0x0000000007D40F6C,19/10/2010
8061,NULL,UK/V/0133/001/II/012,2847,96,3,1,15/09/2010,1,7008495,1,14/04/2011,0x0000000007D40F6D,16/09/2010
8062,NULL,NULL,2864,66,3,1,15/09/2010,1,7008496,1,30/09/2010,0x0000000007D40F6E,#N/A
8063,NULL,UK/V/0290/001/II/003,2847,96,3,1,15/09/2010,1,7008497,1,06/12/2010,0x0000000007D40F6F,10/09/2010
8064,NULL,UK/V/0290/001/IA/004,2759,46,3,1,15/09/2010,1,7008498,1,01/11/2010,0x0000000007D40F70,28/09/2010
